iter	MultiClass	AUC:class=0	AUC:class=1	AUC:class=2	AUC:class=3	AUC:class=4	AUC:class=5	AUC:class=6
476	-0.3087727902	0.9169136935	0.7981406303	0.9934170863	0.999257318	0.983954554	0.9895235314	0.997820693
477	-0.3085193524	0.9169333583	0.7984346594	0.9934055982	0.9992563588	0.9840027512	0.9895002673	0.9978232834
478	-0.3082834852	0.91693274	0.7983846624	0.9934158836	0.9992569998	0.9840511629	0.9895212714	0.9978254971
479	-0.3080193455	0.9169223811	0.7983826016	0.9934194662	0.9992567396	0.9840621177	0.9895193775	0.9978297721
480	-0.3078781937	0.9169906553	0.7983432032	0.9934198984	0.9992556684	0.9841174534	0.9895249328	0.9978307971
481	-0.3076789451	0.9170328833	0.7984972434	0.9933990626	0.999253336	0.9841694935	0.9895048202	0.9978294918
482	-0.307436154	0.9170795881	0.7984917864	0.9934031657	0.9992516933	0.9841876394	0.9895119615	0.9978331835
483	-0.3072087697	0.9171108007	0.798485686	0.993400044	0.9992531321	0.9842431157	0.9895003842	0.9978312592
484	-0.3069603686	0.917130704	0.7985869821	0.9934002637	0.9992536542	0.9842476979	0.9894988925	0.9978386059
485	-0.3067654904	0.9169962911	0.7986223033	0.9934051304	0.9992534279	0.9842736841	0.9895115946	0.9978567625
486	-0.3066033669	0.9170150527	0.7984738985	0.9934077154	0.9992524161	0.9842799237	0.9895145987	0.9978581116
487	-0.3063972364	0.9171421737	0.7985446789	0.9934285733	0.9992560931	0.9843228615	0.9895558412	0.9978597252
488	-0.3062542547	0.9172052352	0.7985198283	0.9934319906	0.9992560707	0.9843348987	0.9895613685	0.9978631066
489	-0.3060148658	0.9171952653	0.798464778	0.993484629	0.9992626091	0.98434161	0.9896557241	0.9978570886
490	-0.3058846812	0.9172253747	0.7984384716	0.9934859272	0.9992622369	0.9843362745	0.9896581517	0.9978567779
491	-0.3056358353	0.9172176767	0.7985448393	0.9934895209	0.9992631899	0.9843445441	0.9896677908	0.9978581793
492	-0.305409897	0.9172208838	0.7986101123	0.9934981924	0.9992735034	0.9844052553	0.9896900359	0.9978589259
493	-0.3053085404	0.9172192706	0.7986020154	0.9935156657	0.9992874445	0.9844127028	0.9897007244	0.9978607077
494	-0.3050359488	0.9172871845	0.7984973792	0.9935144041	0.9992874537	0.9844184217	0.989699799	0.9978654821
495	-0.3049515824	0.9173491282	0.7984876081	0.9935125605	0.9992878986	0.9844354079	0.9897019443	0.9978677531
496	-0.3047745677	0.9173981531	0.7985271793	0.9935257602	0.9992911207	0.9844392765	0.9897523908	0.9978679039
497	-0.3046661508	0.9174131476	0.7986004818	0.9935271644	0.9992912651	0.9844519158	0.9897511241	0.9978686967
498	-0.3045075929	0.9174481361	0.7985209456	0.9935271166	0.9992912265	0.9844681653	0.9897442545	0.9978677065
499	-0.304241757	0.9174593637	0.79861251	0.9935310423	0.9992936832	0.9845194967	0.9897467779	0.9978771038
